StimTrig,Event,LatStim,MidStim,Hemifield,TrialType,Timepoint
142,Learn,NonPred,Predictor,Right,Switch,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
111,Search,Target,Distractor,Left,Switch,FirstHalf
106,Search,Target,None,Right,Rep,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
112,Search,Target,Distractor,Right,Switch,FirstHalf
125,Search,Distractor,Target,Left,Rep,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
101,Search,Target,None,Left,Switch,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
142,Learn,NonPred,Predictor,Right,Switch,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
142,Learn,NonPred,Predictor,Right,Switch,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
142,Learn,NonPred,Predictor,Right,Switch,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
112,Search,Target,Distractor,Right,Switch,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
111,Search,Target,Distractor,Left,Switch,FirstHalf
125,Search,Distractor,Target,Left,Rep,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
122,Search,Distractor,Target,Right,Switch,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
102,Search,Target,None,Right,Switch,FirstHalf
107,Search,None,Target,None,Rep,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
125,Search,Distractor,Target,Left,Rep,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
122,Search,Distractor,Target,Right,Switch,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
102,Search,Target,None,Right,Switch,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
107,Search,None,Target,None,Rep,FirstHalf
107,Search,None,Target,None,Rep,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
102,Search,Target,None,Right,Switch,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
122,Search,Distractor,Target,Right,Switch,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
121,Search,Distractor,Target,Left,Switch,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
105,Search,Target,None,Left,Rep,FirstHalf
106,Search,Target,None,Right,Rep,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
101,Search,Target,None,Left,Switch,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
111,Search,Target,Distractor,Left,Switch,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
125,Search,Distractor,Target,Left,Rep,FirstHalf
142,Learn,NonPred,Predictor,Right,Switch,FirstHalf
112,Search,Target,Distractor,Right,Switch,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
121,Search,Distractor,Target,Left,Switch,FirstHalf
142,Learn,NonPred,Predictor,Right,Switch,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
112,Search,Target,Distractor,Right,Switch,FirstHalf
142,Learn,NonPred,Predictor,Right,Switch,FirstHalf
112,Search,Target,Distractor,Right,Switch,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
111,Search,Target,Distractor,Left,Switch,FirstHalf
125,Search,Distractor,Target,Left,Rep,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
121,Search,Distractor,Target,Left,Switch,FirstHalf
107,Search,None,Target,None,Rep,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
122,Search,Distractor,Target,Right,Switch,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
121,Search,Distractor,Target,Left,Switch,FirstHalf
105,Search,Target,None,Left,Rep,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
121,Search,Distractor,Target,Left,Switch,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
146,Learn,NonPred,Predictor,Right,Rep,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
121,Search,Distractor,Target,Left,Switch,FirstHalf
125,Search,Distractor,Target,Left,Rep,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
121,Search,Distractor,Target,Left,Switch,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
132,Learn,Predictor,NonPred,Right,Switch,FirstHalf
101,Search,Target,None,Left,Switch,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
101,Search,Target,None,Left,Switch,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
141,Learn,NonPred,Predictor,Left,Switch,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
101,Search,Target,None,Left,Switch,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
116,Search,Target,Distractor,Right,Rep,FirstHalf
142,Learn,NonPred,Predictor,Right,Switch,FirstHalf
135,Learn,Predictor,NonPred,Left,Rep,FirstHalf
103,Search,None,Target,None,Switch,FirstHalf
106,Search,Target,None,Right,Rep,FirstHalf
131,Learn,Predictor,NonPred,Left,Switch,FirstHalf
145,Learn,NonPred,Predictor,Left,Rep,FirstHalf
102,Search,Target,None,Right,Switch,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
115,Search,Target,Distractor,Left,Rep,FirstHalf
126,Search,Distractor,Target,Right,Rep,FirstHalf
142,Learn,NonPred,Predictor,Right,Switch,FirstHalf
136,Learn,Predictor,NonPred,Right,Rep,FirstHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
212,Search,Target,Distractor,Right,Switch,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
221,Search,Distractor,Target,Left,Switch,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
211,Search,Target,Distractor,Left,Switch,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
201,Search,Target,None,Left,Switch,SecondHalf
216,Search,Target,Distractor,Right,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
212,Search,Target,Distractor,Right,Switch,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
216,Search,Target,Distractor,Right,Rep,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
225,Search,Distractor,Target,Left,Rep,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
212,Search,Target,Distractor,Right,Switch,SecondHalf
205,Search,Target,None,Left,Rep,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
207,Search,None,Target,None,Rep,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
211,Search,Target,Distractor,Left,Switch,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
206,Search,Target,None,Right,Rep,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
222,Search,Distractor,Target,Right,Switch,SecondHalf
205,Search,Target,None,Left,Rep,SecondHalf
216,Search,Target,Distractor,Right,Rep,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
211,Search,Target,Distractor,Left,Switch,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
221,Search,Distractor,Target,Left,Switch,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
202,Search,Target,None,Right,Switch,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
212,Search,Target,Distractor,Right,Switch,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
205,Search,Target,None,Left,Rep,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
206,Search,Target,None,Right,Rep,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
211,Search,Target,Distractor,Left,Switch,SecondHalf
216,Search,Target,Distractor,Right,Rep,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
222,Search,Distractor,Target,Right,Switch,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
207,Search,None,Target,None,Rep,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
222,Search,Distractor,Target,Right,Switch,SecondHalf
216,Search,Target,Distractor,Right,Rep,SecondHalf
207,Search,None,Target,None,Rep,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
201,Search,Target,None,Left,Switch,SecondHalf
225,Search,Distractor,Target,Left,Rep,SecondHalf
225,Search,Distractor,Target,Left,Rep,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
212,Search,Target,Distractor,Right,Switch,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
211,Search,Target,Distractor,Left,Switch,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
201,Search,Target,None,Left,Switch,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
202,Search,Target,None,Right,Switch,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
225,Search,Distractor,Target,Left,Rep,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
221,Search,Distractor,Target,Left,Switch,SecondHalf
216,Search,Target,Distractor,Right,Rep,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
211,Search,Target,Distractor,Left,Switch,SecondHalf
225,Search,Distractor,Target,Left,Rep,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
201,Search,Target,None,Left,Switch,SecondHalf
216,Search,Target,Distractor,Right,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
201,Search,Target,None,Left,Switch,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
222,Search,Distractor,Target,Right,Switch,SecondHalf
225,Search,Distractor,Target,Left,Rep,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
202,Search,Target,None,Right,Switch,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
225,Search,Distractor,Target,Left,Rep,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
221,Search,Distractor,Target,Left,Switch,SecondHalf
225,Search,Distractor,Target,Left,Rep,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
212,Search,Target,Distractor,Right,Switch,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
206,Search,Target,None,Right,Rep,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
221,Search,Distractor,Target,Left,Switch,SecondHalf
207,Search,None,Target,None,Rep,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
221,Search,Distractor,Target,Left,Switch,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
221,Search,Distractor,Target,Left,Switch,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
246,Learn,NonPred,Predictor,Right,Rep,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
212,Search,Target,Distractor,Right,Switch,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
231,Learn,Predictor,NonPred,Left,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
202,Search,Target,None,Right,Switch,SecondHalf
226,Search,Distractor,Target,Right,Rep,SecondHalf
216,Search,Target,Distractor,Right,Rep,SecondHalf
241,Learn,NonPred,Predictor,Left,Switch,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
235,Learn,Predictor,NonPred,Left,Rep,SecondHalf
222,Search,Distractor,Target,Right,Switch,SecondHalf
215,Search,Target,Distractor,Left,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
245,Learn,NonPred,Predictor,Left,Rep,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
203,Search,None,Target,None,Switch,SecondHalf
225,Search,Distractor,Target,Left,Rep,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
236,Learn,Predictor,NonPred,Right,Rep,SecondHalf
232,Learn,Predictor,NonPred,Right,Switch,SecondHalf
212,Search,Target,Distractor,Right,Switch,SecondHalf
242,Learn,NonPred,Predictor,Right,Switch,SecondHalf
202,Search,Target,None,Right,Switch,SecondHalf
